"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CCDC34",0.75366934313889,-0.0146082973737532,2.63508823648122,0.00841156405231738,0.0419945474346447,-2.90130917923448
"EPS8L3",0.753486702129182,-0.030906182614639,2.6344496604524,0.00842740260863262,0.0420202944343691,-2.90292962053248
"TRIM11",0.753479476815303,-0.0209971159261019,2.63442439826046,0.0084280297331033,0.0420202944343691,-2.90299371742978
"GGA1",0.75347358877583,-0.0109434226148691,2.63440381164155,0.00842854081908629,0.0420202944343691,-2.9030459507007
"MED6",0.753399703990782,-0.0149990027683911,2.63414548492346,0.00843495642720406,0.0420202944343691,-2.90370135386449
"SLC29A3",0.753395262005977,-0.0191621125911187,2.63412995421094,0.00843534227544502,0.0420202944343691,-2.9037407549342
"WDR62",0.75306514624405,-0.0257723430927094,2.63297575553104,0.00846406164257169,0.0421391724759997,-2.90666828097522
"SCNN1B",-0.753035146514358,0.0323483763903648,-2.63287086611829,0.00846667588434737,0.0421391724759997,-2.90693426038513
"RBM6",0.752416089670128,-0.00329260246423914,2.63070642965449,0.00852078327680165,0.0423816525932618,-2.91242049032329
"MTFMT",0.752391853197703,-0.0205524064856547,2.63062169057897,0.00852290789099628,0.0423816525932618,-2.91263518796192
"ZNF117",0.752323907813927,-0.00419096600225531,2.63038413005838,0.00852886663510716,0.0423839013646206,-2.91323704204282
"ALDH3B2",0.752301039579574,-0.0109088369457452,2.63030417481556,0.008530872994687,0.0423839013646206,-2.91343959457471
"CHD5",0.752052409500945,0.00588877147564084,2.62943487821833,0.00855271396959102,0.04247371114388,-2.9156414070955
"SGSH",0.751986804686901,-0.0103710857509623,2.62920550113763,0.00855848537175931,0.0424836737569557,-2.91622226733831
"GFER",0.75193268381457,-0.0199126758987567,2.62901627588211,0.00856324912664044,0.0424886279225523,-2.91670141145381
"TP53BP2",0.751748742998473,-0.0186640461177078,2.62837315528139,0.00857945744355838,0.0425475913096698,-2.91832962261735
"FUT8",0.751712269598677,0.00541646759197587,2.62824563168285,0.00858267462738707,0.0425475913096698,-2.91865243129539
"HES4",0.751346539678502,-0.0171934172610789,2.62696691360953,0.00861499398874698,0.0426853246998201,-2.9218884665783
"UBE2I",0.751312309728732,-0.0144599320034461,2.62684723388685,0.00861802443199418,0.0426853246998201,-2.92219125791054
"PTPN23",0.751224146015584,-0.0204784269532797,2.62653898310617,0.00862583412328704,0.0427052595055058,-2.92297107307174
"CDC7",0.751181170343607,-0.0134672428655103,2.6263887253191,0.00862964327416135,0.0427053794133169,-2.92335116318361
"SLC35B1",0.750856897953407,-0.0207722214954637,2.62525495708425,0.00865843368309246,0.0428290693758581,-2.92621842727728
